SantaCruz 1 0 Coritiba
Vasco 1 0 SaoPaulo
Fluminense 2 2 Bahia
AtleticoGO 2 3 Fluminense
SaoPaulo 2 3 Vitoria
PontePreta 3 1 Cruzeiro
Avai 2 0 SaoPaulo
AtleticoMG 0 0 Alecrim
Gremio 0 1 Goias
Sport 1 2 Vasco
Corinthians 2 1 Juventude
AtleticoGO 1 2 Vitoria
AmericaRN 0 0 Palmeiras
Vasco 2 2 Parana
Coritiba 2 0 Gremio
Santos 1 0 AmericaRN
Goias 2 2 SantaCruz
Sport 2 0 Botafogo
Avai 2 0 Nautico
AtleticoGO 1 0 Santos
Flamengo 2 2 SaoPaulo
Fluminense 1 0 Cruzeiro
Goias 1 1 AtleticoPR
Botafogo 2 1 Criciuma
AtleticoGO 1 2 Bahia
Sport 2 0 Corinthians
VilaNova 2 0 Criciuma
Flamengo 2 1 VilaNova
Palmeiras 1 0 Juventude
Alecrim 2 0 SantaCruz
SantaCruz 2 1 ABC
Gremio 2 0 Sport
Chapecoense 2 0 Alecrim
SantaCruz 1 3 Fluminense
Cruzeiro 1 1 Gremio
Vitoria 1 2 AmericaRN
SantaCruz 3 0 AmericaRN
Botafogo 2 1 Santos
Vitoria 2 1 Goias
AtleticoPR 1 0 Sport
Parana 1 0 Vasco
VilaNova 1 3 Alecrim
Vitoria 2 2 Nautico
AtleticoGO 1 0 PontePreta
Botafogo 2 3 Coritiba
Botafogo 2 2 Coritiba
Parana 2 0 AmericaRN
Fluminense 1 1 Nautico
Vitoria 1 1 Fluminense
SantaCruz 2 0 Parana
Parana 1 0 PontePreta
Criciuma 2 3 AtleticoMG
Botafogo 2 2 Alecrim
Juventude 2 1 AtleticoPR
Avai 1 0 Gremio
Santos 1 3 Gremio
AtleticoMG 2 0 Fluminense
Palmeiras 2 0 Nautico
Fluminense 2 3 Avai
AtleticoMG 1 2 Cruzeiro
VilaNova 2 0 SantaCruz
Bahia 2 1 Alecrim
PontePreta 2 2 SantaCruz
AtleticoGO 0 2 Bahia
Avai 2 0 Corinthians
Guarani 3 0 Internacional
Santos 2 0 AtleticoPR
AtleticoGO 1 3 AmericaRN
Botafogo 2 1 AtleticoGO
Fluminense 1 0 Juventude
AmericaRN 1 2 PontePreta
AtleticoGO 0 0 Internacional
Santos 2 1 Alecrim
PontePreta 2 0 Palmeiras
SantaCruz 1 0 Sport
Criciuma 1 0 PontePreta
Gremio 2 3 AmericaRN
Sport 3 3 Juventude
VilaNova 1 1 Alecrim
Alecrim 2 0 Parana
Goias 1 1 SaoPaulo
Palmeiras 1 3 Criciuma
Bahia 2 2 Flamengo
SantaCruz 2 2 Cruzeiro
Botafogo 1 0 Goias
Chapecoense 2 1 PontePreta
Cruzeiro 2 2 Bahia
Cruzeiro 1 0 AtleticoGO
Vitoria 3 0 Parana
Coritiba 2 0 AtleticoMG
Parana 2 1 SantaCruz
Alecrim 1 0 Botafogo
Corinthians 2 0 Internacional
Goias 1 0 AtleticoGO
Coritiba 1 0 Avai
Goias 2 0 Vitoria
Guarani 1 1 Bahia
AtleticoMG 0 0 Guarani
Avai 1 1 Cruzeiro
Nautico 1 0 Bahia
Goias 1 0 Cruzeiro
Nautico 1 0 Alecrim
Coritiba 1 0 Corinthians
Cruzeiro 1 0 AtleticoMG
Gremio 1 2 Nautico
Gremio 1 2 Sport
Corinthians 0 2 ABC
ABC 3 0 Goias
Alecrim 2 0 Goias
AmericaRN 1 3 Santos
AtleticoPR 2 3 Vitoria
Sport 2 0 Cruzeiro
Vitoria 3 3 Palmeiras
AtleticoPR 1 1 Corinthians
Cruzeiro 3 0 VilaNova
AmericaRN 3 0 Chapecoense
Palmeiras 0 0 Guarani
Guarani 3 1 SaoPaulo
Goias 3 1 Guarani
Flamengo 2 0 Cruzeiro
Flamengo 1 0 AmericaRN
Corinthians 2 2 Juventude
Criciuma 2 0 Corinthians
VilaNova 2 3 AtleticoGO
Parana 2 0 Nautico
Botafogo 2 2 Palmeiras
AtleticoMG 2 0 Botafogo
Guarani 1 5 Criciuma
Coritiba 1 1 AmericaRN
Internacional 3 0 Juventude
Vitoria 1 0 Gremio
Flamengo 1 0 Santos
Santos 0 2 AmericaRN
Flamengo 1 0 Fluminense
Juventude 2 3 Vitoria
Avai 2 2 Vitoria
ABC 2 1 Internacional
Alecrim 1 0 AtleticoMG
ABC 1 1 Palmeiras
Avai 2 0 Coritiba
Vitoria 1 0 Juventude
Palmeiras 2 1 AtleticoPR
AmericaRN 2 0 Santos
Corinthians 2 0 Alecrim
Botafogo 1 0 Fluminense
AtleticoGO 2 1 Corinthians
Criciuma 2 1 Guarani
AmericaRN 1 1 Cruzeiro
Palmeiras 2 1 AmericaRN
Bahia 0 0 Chapecoense
Juventude 2 0 VilaNova
Santos 2 0 Chapecoense
Santos 2 1 VilaNova
Internacional 1 0 Bahia
ABC 3 1 SantaCruz
Goias 1 0 AtleticoPR
Juventude 3 0 AtleticoGO
Chapecoense 1 0 Internacional
AtleticoPR 0 2 Nautico
Alecrim 1 0 Guarani
Flamengo 2 2 Palmeiras
AtleticoPR 2 0 Goias
Sport 2 1 Corinthians
Flamengo 2 0 PontePreta
Goias 1 0 Internacional
Fluminense 1 2 AtleticoPR
PontePreta 2 3 Chapecoense
Juventude 1 0 Flamengo
Alecrim 3 1 Avai
Coritiba 2 1 AmericaRN
PontePreta 1 1 Avai
Botafogo 2 2 ABC
Juventude 1 2 Sport
SantaCruz 2 1 Goias
AtleticoGO 2 0 Vasco
Guarani 3 3 Sport
Gremio 1 0 SaoPaulo
Guarani 2 0 VilaNova
Guarani 2 0 Vitoria
Santos 2 2 AtleticoGO
ABC 0 0 Vasco
Chapecoense 1 1 Corinthians
Palmeiras 2 0 Botafogo
Vitoria 1 2 Guarani
Vitoria 0 1 Juventude
Flamengo 2 4 Avai
Corinthians 2 0 Flamengo
AtleticoPR 2 0 SaoPaulo
Cruzeiro 2 0 ABC
ABC 1 3 Vitoria
Guarani 2 0 Vasco
Santos 1 1 Avai
Sport 2 1 Vasco
Chapecoense 2 0 Nautico
Fluminense 1 0 AmericaRN
Alecrim 1 4 Bahia
Bahia 1 2 Vitoria
SantaCruz 2 0 PontePreta
Fluminense 1 1 SantaCruz
Internacional 2 0 Nautico
Sport 2 0 AtleticoMG
Bahia 1 1 Juventude
Coritiba 2 0 Bahia
Gremio 1 0 Coritiba
Coritiba 0 3 ABC
Corinthians 1 0 Guarani
Gremio 0 1 Juventude
AtleticoGO 2 0 SantaCruz
Nautico 2 1 SaoPaulo
Flamengo 1 0 Guarani
Cruzeiro 1 1 Santos
Sport 3 0 Bahia
AtleticoMG 2 2 PontePreta
Internacional 2 0 SantaCruz
Bahia 1 1 Botafogo
AmericaRN 4 1 Botafogo
Coritiba 1 1 Internacional
SantaCruz 1 0 Juventude
Guarani 2 1 VilaNova
ABC 1 1 Corinthians
Vitoria 1 2 PontePreta
Gremio 2 0 Criciuma
Avai 1 0 Chapecoense
Flamengo 1 1 Sport
Guarani 2 1 Gremio
SantaCruz 2 2 AtleticoMG
ABC 2 0 Palmeiras
Cruzeiro 3 0 Avai
AtleticoGO 1 1 Avai
AmericaRN 1 0 Alecrim
Parana 3 1 ABC
Criciuma 2 0 Cruzeiro
Guarani 1 0 AtleticoGO
AtleticoPR 2 1 Criciuma
ABC 1 0 Botafogo
Bahia 1 2 Coritiba
Chapecoense 1 0 AtleticoGO
Internacional 2 1 AtleticoPR
Juventude 1 0 Parana
Santos 2 0 Coritiba
Guarani 1 0 Corinthians
Criciuma 2 0 Guarani
SaoPaulo 0 1 Gremio
Fluminense 2 0 Nautico
Cruzeiro 1 1 Sport
Alecrim 2 3 Cruzeiro
Bahia 2 3 AmericaRN
SantaCruz 1 2 Guarani
Fluminense 1 0 AtleticoMG
Flamengo 2 0 VilaNova
Chapecoense 1 1 Flamengo
Nautico 2 2 Criciuma
AtleticoPR 2 1 Coritiba
Parana 2 2 Fluminense
Juventude 1 0 Alecrim
Internacional 1 0 Criciuma
Goias 3 0 Nautico
AmericaRN 1 2 Internacional
AtleticoGO 2 3 Sport
Alecrim 1 2 Santos
VilaNova 2 0 Vasco
Goias 2 2 AtleticoPR
VilaNova 2 2 Guarani
SaoPaulo 2 2 Palmeiras
PontePreta 1 1 SantaCruz
Parana 2 1 Alecrim
Vasco 2 0 Bahia
VilaNova 3 2 SaoPaulo
Chapecoense 2 0 AtleticoMG
ABC 1 1 Bahia
PontePreta 2 1 Fluminense
Cruzeiro 2 0 Criciuma
Cruzeiro 3 0 Internacional
PontePreta 2 0 Nautico
VilaNova 1 0 Parana
Chapecoense 2 0 Alecrim
Internacional 1 0 Avai
Guarani 1 0 Santos
AtleticoPR 1 2 Alecrim
Nautico 2 3 Flamengo
SaoPaulo 1 1 Cruzeiro
SantaCruz 1 0 Nautico
Gremio 0 1 VilaNova
PontePreta 1 1 Goias
Alecrim 2 3 Nautico
AtleticoMG 2 0 Guarani
AtleticoMG 2 0 PontePreta
PontePreta 2 0 Corinthians
VilaNova 1 1 Criciuma
Flamengo 1 0 Corinthians
Vasco 0 0 PontePreta
Parana 0 0 VilaNova
Alecrim 2 0 Guarani
VilaNova 2 2 Juventude
Botafogo 2 2 Sport
AtleticoMG 2 1 VilaNova
Vitoria 2 1 Fluminense
ABC 0 1 Chapecoense
PontePreta 1 0 ABC
SaoPaulo 2 1 Alecrim
SaoPaulo 1 0 Botafogo
Santos 1 2 PontePreta
Corinthians 2 1 SaoPaulo
Palmeiras 1 0 Goias
Avai 1 0 Corinthians
SaoPaulo 2 2 SantaCruz
ABC 2 1 Flamengo
Parana 1 3 Fluminense
Juventude 2 0 AtleticoGO
Internacional 2 0 Criciuma
Goias 3 0 ABC
Parana 1 0 Guarani
SantaCruz 1 2 Vasco
Sport 2 3 Botafogo
Avai 1 0 Parana
VilaNova 2 0 Coritiba
Alecrim 0 2 Corinthians
SaoPaulo 0 0 Vasco
Juventude 3 1 Vasco
Chapecoense 3 1 Cruzeiro
SaoPaulo 2 5 Guarani
Criciuma 1 1 Cruzeiro
Corinthians 2 1 VilaNova
Botafogo 3 0 Nautico
Parana 1 2 Botafogo
Bahia 2 0 Cruzeiro
Goias 1 3 Cruzeiro
Coritiba 2 0 Cruzeiro
Internacional 3 2 Avai
Coritiba 2 1 AtleticoMG
Cruzeiro 0 0 Bahia
Sport 1 2 SaoPaulo
Botafogo 2 0 Internacional
Parana 1 2 AtleticoMG
Avai 1 2 SaoPaulo
Guarani 1 2 Bahia
Corinthians 0 0 Sport
ABC 1 0 AmericaRN
Criciuma 1 2 Chapecoense
Alecrim 0 0 Vasco
Nautico 2 1 Cruzeiro
Cruzeiro 2 0 Bahia
Cruzeiro 2 0 Corinthians
Palmeiras 1 0 Nautico
SantaCruz 1 0 Avai
Chapecoense 2 1 Botafogo
Santos 2 0 AtleticoPR
ABC 2 1 Palmeiras
AmericaRN 1 2 ABC
AmericaRN 1 0 SantaCruz
Cruzeiro 1 0 Fluminense
SaoPaulo 1 0 VilaNova
Flamengo 1 0 AtleticoGO
Juventude 2 0 Botafogo
Flamengo 2 0 AtleticoGO
Coritiba 1 3 Criciuma
ABC 1 3 Vasco
Gremio 1 1 Internacional
AtleticoMG 2 0 ABC
SaoPaulo 2 2 Fluminense
AmericaRN 2 0 Internacional
Bahia 1 3 Botafogo
Alecrim 2 2 AmericaRN
VilaNova 1 0 Vitoria
Avai 2 1 Alecrim
AtleticoPR 1 1 Chapecoense
SantaCruz 1 0 Juventude
Coritiba 1 0 Palmeiras
Alecrim 1 2 ABC
Guarani 2 3 AtleticoGO
Vasco 2 2 AtleticoMG
Vitoria 1 0 Bahia
Guarani 2 2 AtleticoGO
AtleticoPR 1 0 Nautico
Vasco 2 3 Chapecoense
Sport 1 0 Vasco
AtleticoMG 2 2 Santos
Nautico 2 0 Fluminense
PontePreta 0 1 AtleticoMG
Fluminense 2 0 Botafogo
Nautico 2 0 SantaCruz
Goias 2 2 VilaNova
PontePreta 3 0 Fluminense
Bahia 2 0 Cruzeiro
Vitoria 1 0 Gremio
Cruzeiro 1 0 Vasco
Alecrim 1 0 AmericaRN
Parana 2 1 Vasco
Santos 3 1 Guarani
Nautico 2 2 Criciuma
Parana 2 0 Guarani
AtleticoGO 1 1 Chapecoense
Palmeiras 1 0 Sport
SaoPaulo 3 0 ABC
Chapecoense 2 0 Fluminense
Coritiba 2 0 ABC
Santos 1 0 Fluminense
Avai 2 0 Vasco
SaoPaulo 1 0 AtleticoPR
Gremio 1 0 Fluminense
Chapecoense 3 3 AtleticoMG
Goias 1 1 Coritiba
Palmeiras 1 1 AmericaRN
Chapecoense 3 2 Alecrim
AtleticoGO 1 0 Criciuma
PontePreta 3 2 Criciuma
Vitoria 1 0 Gremio
AmericaRN 1 0 Palmeiras
AtleticoGO 1 0 Avai
VilaNova 1 3 PontePreta
SaoPaulo 2 0 Avai
ABC 1 0 Corinthians
Palmeiras 1 2 Gremio
Sport 1 1 Goias
Nautico 3 0 Bahia
PontePreta 2 1 AtleticoGO
Internacional 1 1 SantaCruz
Nautico 1 0 Palmeiras
Goias 1 0 SaoPaulo
Criciuma 1 0 Coritiba
Gremio 1 1 Internacional
SaoPaulo 2 0 Santos
ABC 2 0 Juventude
Vitoria 1 0 Parana
Criciuma 1 2 AtleticoPR
Vasco 2 0 Parana
Corinthians 1 1 SantaCruz
AtleticoMG 1 0 SaoPaulo
Vasco 1 1 Guarani
Avai 2 0 AtleticoGO
AtleticoGO 1 0 ABC
Juventude 1 1 SantaCruz
Vasco 1 3 Nautico
Juventude 2 1 AtleticoPR
Parana 1 0 Goias
Flamengo 3 0 Juventude
VilaNova 2 0 Corinthians
SantaCruz 4 3 AtleticoMG
Nautico 2 2 Cruzeiro
Chapecoense 2 0 Botafogo
Chapecoense 2 3 AtleticoMG
Parana 1 1 Gremio
Corinthians 2 0 PontePreta
Avai 1 0 Sport
Vasco 1 1 SantaCruz
Sport 1 0 Gremio
AmericaRN 2 1 Avai
Gremio 0 1 Santos
AtleticoGO 2 2 Vitoria
Gremio 2 0 Flamengo
SaoPaulo 0 1 Goias
Coritiba 2 0 Cruzeiro
Criciuma 1 3 Juventude
Nautico 1 2 Goias
AtleticoMG 2 0 Coritiba
Alecrim 3 1 Guarani
AtleticoMG 3 2 Coritiba
AtleticoPR 3 3 Fluminense
Criciuma 0 3 Vasco
Internacional 1 0 Flamengo
Cruzeiro 1 0 Flamengo
Corinthians 2 0 Botafogo
Nautico 1 0 SantaCruz
Vasco 1 1 Internacional
Avai 1 3 Juventude
PontePreta 2 3 Juventude
Vasco 3 0 Fluminense
Sport 1 0 Chapecoense
